Kilométrage,Année,Boite de vitesses,Carburant,Puissance fiscale,Nombre de portes,Première main,Véhicule dédouané,Importé neuf,Marque et Modèle,Prix
119000,2016,0,0,8,5,0,2019,0,93305.36257309941,95000.0
149000,2017,1,0,8,5,0,2019,0,197754.83870967742,179000.0
200000,2016,1,0,8,5,1,2019,0,288559.1397849462,220000.0
64000,2018,0,0,8,5,0,2019,0,200000.0,200000.0
200000,2007,0,0,6,5,0,2019,0,291659.6769823789,63500.0
186000,2009,0,0,6,5,0,2019,1,78000.0,78000.0
300000,2010,0,0,8,5,0,2019,0,81250.0,70000.0
180000,2015,1,0,8,5,0,2019,0,243080.0,245000.0
180000,2017,0,0,6,5,1,2019,0,194826.08695652173,155000.0
270000,2015,0,0,9,5,1,2019,0,163419.66666666666,160000.0
68000,2018,1,0,6,5,0,2019,0,173000.0,173000.0
119000,2016,0,0,7,5,0,2019,0,177135.59322033898,177000.0
54000,2018,0,1,6,5,1,2019,0,291659.6769823789,95000.0
220000,2010,0,0,8,5,0,2019,0,170887.37837837837,103000.0
148000,2017,1,0,6,5,1,2019,0,291659.6769823789,205000.0
123000,2016,1,0,7,5,1,2019,0,235585.5,230000.0
53000,2020,0,0,6,4,1,2019,0,116338.70967741935,135000.0
82000,2020,1,0,6,5,1,2019,0,190000.0,190000.0
275000,2006,0,0,8,4,1,2023,0,100000.0,100000.0
170000,2013,1,0,8,5,0,2019,0,291659.6769823789,183000.0
128000,2015,1,0,10,5,0,2019,0,251600.0,170000.0
50555,2003,0,0,8,4,0,2019,0,178918.9189189189,47000.0
119000,2007,0,0,8,5,0,2019,0,55538.46153846154,53000.0
156000,2015,0,0,6,5,1,2019,0,152780.64516129033,118000.0
207000,2017,1,0,8,5,0,2022,0,281719.5034965035,300000.0
119000,2017,0,0,8,5,0,2019,0,119146.06741573034,85000.0
189000,2019,1,0,8,5,0,2019,0,355703.125,380000.0
189000,2019,1,0,8,5,0,2019,0,355703.125,380000.0
74000,2021,0,0,6,5,0,2021,0,221142.85714285713,230000.0
74000,2021,0,0,6,5,0,2021,0,221142.85714285713,230000.0
256000,2014,0,1,6,5,0,2019,0,122752.94117647059,105000.0
256000,2014,0,1,6,5,0,2019,0,122752.94117647059,105000.0
79000,2020,0,0,5,4,0,2019,0,106125.0,110000.0
167000,2016,1,0,8,5,0,2019,0,291659.6769823789,360000.0
84486,2016,1,0,9,4,0,2021,0,291659.6769823789,385000.0
11000,2021,1,0,8,4,1,2019,0,470000.0,470000.0
170000,2016,0,0,7,5,0,2019,0,160000.0,160000.0
42000,2019,0,0,6,5,1,2019,0,180000.0,180000.0
100000,2019,1,0,8,5,0,2019,0,167615.38461538462,256000.0
17900,2019,0,1,7,5,1,2019,0,129823.5294117647,120000.0
300000,2006,0,0,8,5,0,2019,0,92800.0,90000.0
165000,2011,0,0,7,5,0,2019,0,102412.16216216216,69000.0
14000,2000,0,1,6,5,0,2019,0,24010.526315789473,20000.0
239000,2010,0,0,8,5,0,2019,0,131600.0,79000.0
45900,2021,0,0,6,5,1,2019,0,291659.6769823789,165000.0
79000,2018,1,0,6,5,0,2019,0,291659.6769823789,220000.0
68000,2021,0,0,8,5,1,2019,0,162000.0,235000.0
170000,2019,0,0,6,5,1,2019,0,125000.0,125000.0
154000,2020,1,0,8,5,0,2019,0,281719.5034965035,320000.0
154000,2020,1,0,8,5,0,2019,0,281719.5034965035,320000.0
72600,2014,1,0,8,5,1,2019,0,291659.6769823789,180000.0
34000,2017,1,0,11,5,1,2017,0,334181.8181818182,318000.0
34000,2017,1,0,11,5,1,2017,0,334181.8181818182,318000.0
119000,2016,1,0,9,5,0,2016,0,240000.0,235000.0
119000,2016,1,0,9,5,0,2016,0,240000.0,235000.0
72600,2014,1,0,8,5,1,2019,0,291659.6769823789,180000.0
72600,2014,1,0,8,5,1,2019,0,291659.6769823789,180000.0
195000,2009,0,0,8,5,0,2019,1,99000.0,93000.0
270000,2015,0,0,6,4,0,2019,0,97000.0,87000.0
24,2018,0,0,6,5,0,2019,0,291659.6769823789,133000.0
170500,2013,1,1,11,5,0,2019,0,129291.66666666667,115000.0
140000,2022,0,0,6,6,1,2019,0,128454.54545454546,140000.0
75000,2019,1,1,8,5,0,2021,0,521176.4705882353,400000.0
133000,2015,0,0,6,5,1,2019,0,152780.64516129033,134000.0
224500,2011,0,0,6,5,0,2019,0,113529.41176470589,105000.0
35000,2001,0,0,7,5,0,2019,0,40421.05263157895,49000.0
250000,2002,0,0,8,5,0,2019,0,63000.0,63000.0
180000,2012,0,0,7,5,0,2019,0,291659.6769823789,113000.0
73400,2017,1,0,8,5,0,2019,0,180607.14285714287,208000.0
69000,2017,1,0,8,5,1,2019,0,291659.6769823789,285000.0
86000,2010,0,1,8,5,1,2019,0,64065.217391304344,60000.0
240000,2004,0,0,8,5,0,2019,1,60000.0,60000.0
124000,2016,0,0,6,5,1,2019,0,291659.6769823789,157000.0
120000,2019,0,0,7,5,0,2019,0,135000.0,135000.0
96000,2019,0,0,6,5,0,2019,0,138100.0,155000.0
100000,2018,1,0,9,5,1,2019,0,350000.0,350000.0
104000,2011,0,1,6,5,0,2019,0,291659.6769823789,65000.0
209000,2011,1,0,8,5,0,2019,0,315458.3333333333,145000.0
79000,2023,1,0,6,5,0,2023,0,708600.0,259000.0
79000,2023,1,0,6,5,0,2023,0,708600.0,259000.0
34000,2023,0,0,6,5,1,2023,0,202512.12121212122,240000.0
34000,2023,0,0,6,5,1,2023,0,202512.12121212122,240000.0
179000,2016,1,0,8,5,0,2016,0,355703.125,290000.0
179000,2016,1,0,8,5,0,2016,0,355703.125,290000.0
119000,2007,0,0,6,5,0,2019,0,125040.16393442624,71000.0
119000,2007,0,0,6,5,0,2019,0,125040.16393442624,71000.0
67000,2018,0,1,6,5,0,2019,0,114831.21621621621,87000.0
95000,2018,0,0,8,5,1,2019,0,193687.5,220000.0
103000,2017,0,1,6,5,0,2019,0,73039.13043478261,74000.0
62000,2018,0,0,6,5,1,2019,0,125040.16393442624,180000.0
216000,2006,0,0,6,4,0,2019,1,83000.0,64000.0
179000,2012,0,0,6,4,0,2019,0,113131.57894736843,110000.0
300000,2006,0,0,8,5,0,2019,0,125492.06349206349,63000.0
123000,2017,1,0,6,5,1,2019,0,291659.6769823789,230000.0
180000,2011,0,0,6,5,0,2019,0,114068.83116883117,75000.0
69000,2017,1,0,8,5,1,2019,0,167615.38461538462,195000.0
66000,2017,0,0,6,3,0,2019,0,291659.6769823789,86000.0
137000,2015,1,0,8,5,0,2019,0,210000.0,210000.0
250000,2009,1,0,8,5,0,2019,0,226148.11111111112,104000.0
40000,2020,0,0,6,5,1,2019,0,291659.6769823789,165000.0
250000,2009,1,0,8,5,0,2019,0,226148.11111111112,104000.0
100000,2021,1,0,8,5,1,2019,0,291659.6769823789,349999.0
204000,2009,1,0,8,5,0,2019,0,291659.6769823789,8.0
159000,2015,1,0,8,5,0,2019,0,105000.0,105000.0
97000,2017,1,0,8,5,0,2019,0,328673.9130434783,223000.0
97000,2017,1,0,8,5,0,2019,0,328673.9130434783,223000.0
240,2008,1,0,8,5,0,2019,0,186782.5507246377,63000.0
240,2008,1,0,8,5,0,2019,0,186782.5507246377,63000.0
57000,2018,1,0,8,5,1,2019,0,350000.0,350000.0
147000,2016,0,0,6,5,1,2019,0,98949.15254237287,110000.0
119000,2010,0,1,6,5,0,2019,0,55000.0,55000.0
145000,2012,0,0,6,5,0,2015,0,152780.64516129033,98000.0
84354,2020,0,0,6,5,0,2019,0,107468.75,121000.0
130000,2013,0,0,7,5,1,2019,0,291659.6769823789,109500.0
238000,2005,0,0,10,5,0,2019,1,121300.0,88000.0
238000,2007,0,0,8,5,0,2012,0,450833.3333333333,85000.0
290000,2012,0,0,9,5,1,2019,0,210000.0,210000.0
200000,2005,0,0,6,5,0,2008,0,111908.45070422535,88000.0
60300,2016,0,0,6,5,1,2019,0,149636.36363636365,157000.0
16000,2023,1,0,9,3,1,2019,0,291659.6769823789,1000.0
160000,2011,0,0,6,3,0,2019,0,291659.6769823789,68000.0
29800,2022,0,0,6,5,1,2019,0,152240.48648648648,158000.0
61000,2018,1,1,7,3,0,2019,0,132614.13043478262,105000.0
119000,2005,0,0,6,6,0,2019,0,82428.57142857143,67000.0
178000,2011,1,0,11,4,0,2019,0,291659.6769823789,110000.0
143000,2019,0,0,6,5,1,2019,0,170000.0,170000.0
35200,2019,0,1,8,5,0,2019,0,109432.43243243243,100000.0
119000,2014,0,0,9,3,1,2019,0,175615.38461538462,190000.0
44000,2023,0,0,6,5,0,2023,0,186450.0,189000.0
44000,2023,0,0,6,5,0,2023,0,186450.0,189000.0
54000,2022,1,1,7,3,0,2022,0,132614.13043478262,153000.0
54000,2022,1,1,7,3,0,2022,0,132614.13043478262,153000.0
54000,2022,1,0,8,5,0,2022,0,222478.26086956522,275000.0
54000,2022,1,0,8,5,0,2022,0,222478.26086956522,275000.0
165000,2017,1,0,6,5,0,2019,0,148000.0,148000.0
165000,2017,1,0,6,5,0,2019,0,148000.0,148000.0
179000,2015,0,0,8,5,0,2019,0,291659.6769823789,157000.0
250000,2005,0,0,8,5,0,2019,0,125492.06349206349,56000.0
180000,2013,1,0,8,5,1,2023,0,328673.9130434783,250000.0
200,2008,0,1,6,4,0,2019,0,109432.43243243243,59000.0
90000,2019,1,0,8,5,1,2019,0,313363.5909090909,330000.0
153000,2019,0,0,6,5,0,2019,0,107608.1081081081,108000.0
130000,2018,0,0,7,5,1,2019,0,97000.0,107000.0
125000,2017,1,0,8,6,0,2019,0,205000.0,195000.0
89000,2012,1,0,8,5,0,2019,0,130000.0,130000.0
30000,2021,0,0,6,5,0,2019,0,126650.0,135000.0
138000,2014,0,1,7,5,0,2019,0,291659.6769823789,65000.0
200000,2008,0,1,6,5,0,2019,0,80000.0,52000.0
40000,2019,1,0,8,5,1,2019,0,281719.5034965035,335000.0
120000,2018,0,0,8,5,0,2019,0,108000.0,108000.0
171000,2016,0,0,8,5,0,2019,0,98000.0,98000.0
160000,2018,0,0,8,5,0,2019,0,291659.6769823789,114000.0
120000,2017,1,0,8,5,0,2019,0,110300.0,128000.0
56600,2019,1,0,8,5,0,2019,0,288559.1397849462,320000.0
130,2007,0,1,8,4,0,2019,0,52000.0,52000.0
118000,2017,1,0,8,5,0,2019,0,369850.0,297000.0
38000,2019,0,0,5,5,1,2019,0,252344.98734177215,235000.0
280000,2008,0,0,8,5,0,2019,0,203008.88888888888,65000.0
190000,2011,0,0,6,5,0,2015,0,113529.41176470589,122000.0
95000,2018,1,0,6,5,1,2019,0,159000.0,170000.0
103000,2011,1,0,6,3,1,2019,0,119000.0,119000.0
34000,2023,1,2,8,5,1,2023,0,270437.5,300000.0
34000,2023,1,2,8,5,1,2023,0,270437.5,300000.0
119000,2020,1,0,8,5,1,2020,0,468867.86666666664,349000.0
119000,2020,1,0,8,5,1,2020,0,468867.86666666664,349000.0
105000,2017,1,0,11,5,0,2019,0,322300.0,320000.0
105000,2017,1,0,11,5,0,2019,0,322300.0,320000.0
11137,2023,0,0,6,5,1,2019,0,126650.0,180000.0
180900,2018,1,1,9,5,0,2023,0,291659.6769823789,198000.0
60000,2008,0,0,5,5,0,2019,0,70000.0,70000.0
280000,2013,0,0,6,5,0,2019,0,111908.45070422535,89000.0
225000,2004,0,0,6,5,1,2019,0,142411.76470588235,60000.0
194000,2012,0,0,6,5,1,2019,0,114068.83116883117,90000.0
144000,2012,1,0,8,5,1,2019,0,90000.0,90000.0
64000,2021,0,0,6,4,0,2019,0,291659.6769823789,132000.0
162000,2014,1,0,8,5,0,2019,0,252633.33333333334,180000.0
217000,2010,1,0,8,5,1,2015,0,172000.0,172000.0
120000,2012,1,0,9,5,0,2019,0,212230.76923076922,168000.0
137000,2014,0,0,6,4,1,2019,0,155000.0,155000.0
160000,2015,1,0,8,5,0,2019,0,87000.0,109000.0
136000,2015,1,0,8,5,0,2019,0,311222.22222222225,240000.0
64000,2018,0,1,6,5,0,2019,0,91111.11111111111,110000.0
134000,2008,0,1,7,5,0,2019,0,67012.82051282052,41000.0
168980,2013,0,0,6,5,0,2019,0,291659.6769823789,91000.0
200000,2002,0,0,9,5,0,2017,0,291659.6769823789,63000.0
135804,2013,0,1,7,5,0,2013,0,119146.06741573034,70000.0
79000,2020,0,0,6,5,1,2019,0,155000.0,155000.0
19000,2011,0,0,7,5,0,2019,0,78000.0,78000.0
60000,2016,0,0,3,5,0,2019,0,98949.15254237287,119000.0
145000,2014,1,0,8,5,0,2019,0,168000.0,168000.0
170000,2016,1,0,8,5,0,2019,0,291659.6769823789,270000.0
87000,2018,1,0,6,5,1,2019,0,480000.0,390000.0
119000,2003,0,0,8,5,0,2019,0,291659.6769823789,38000.0
139000,2021,1,0,8,5,0,2021,0,279476.1904761905,420000.0
139000,2021,1,0,8,5,0,2021,0,279476.1904761905,420000.0
79000,2012,0,1,6,5,1,2019,0,81698.86363636363,63000.0
79000,2012,0,1,6,5,1,2019,0,81698.86363636363,63000.0
129045,2017,1,0,6,5,0,2019,0,110300.0,120000.0
129045,2017,1,0,6,5,0,2019,0,110300.0,120000.0
81,2019,0,0,6,5,0,2019,0,118700.0,130000.0
192000,2008,1,0,9,5,0,2019,0,291659.6769823789,105000.0
129000,2020,1,0,6,5,1,2019,0,171707.8947368421,170000.0
189000,2017,0,0,6,5,1,2019,0,102412.16216216216,125000.0
116000,2015,0,0,5,5,0,2019,0,67012.82051282052,87000.0
75000,2018,1,0,9,5,1,2019,0,270000.0,270000.0
100000,2016,0,0,6,5,1,2019,0,206752.688172043,127000.0
119000,2017,0,0,8,5,0,2019,0,291659.6769823789,113000.0
196000,2014,0,0,6,5,0,2019,0,291659.6769823789,110000.0
38000,2018,0,0,6,5,1,2019,0,166636.36363636365,160000.0
190000,2013,0,0,6,5,0,2019,0,173785.66666666666,110000.0
119000,2009,0,0,11,5,0,2019,0,291659.6769823789,50000.0
34000,2004,0,0,7,5,0,2019,0,291659.6769823789,26000.0
136500,2007,0,1,8,5,0,2019,0,50000.0,50000.0
117209,2007,0,1,11,5,0,2019,0,76913.04347826086,68000.0
50000,2020,0,0,6,5,0,2019,0,148000.0,148000.0
130000,2020,0,0,6,4,1,2019,0,107468.75,125000.0
24000,2023,0,0,6,5,1,2019,0,145000.0,145000.0
123000,2016,0,0,6,5,0,2019,0,118000.0,112000.0
132600,2011,0,1,11,5,1,2019,0,291659.6769823789,90000.0
120000,2014,0,0,6,5,1,2019,0,85000.0,105000.0
14000,2022,0,0,6,5,1,2019,0,131600.0,144000.0
134000,2018,1,0,6,5,1,2019,0,209916.66666666666,175000.0
210000,2017,1,0,8,5,0,2021,0,324772.23076923075,340000.0
25000,2021,1,0,6,5,0,2019,1,291659.6769823789,310000.0
59500,2020,1,0,8,5,1,2019,0,291659.6769823789,319000.0
119000,2018,0,0,6,5,0,2019,0,114831.21621621621,122000.0
34000,2023,1,0,6,5,0,2023,0,269750.0,330000.0
34000,2023,1,0,6,5,0,2023,0,269750.0,330000.0
270000,2003,0,0,8,5,0,2019,0,125492.06349206349,55000.0
270000,2003,0,0,8,5,0,2019,0,125492.06349206349,55000.0
108,2014,0,1,6,3,0,2019,0,132614.13043478262,83000.0
239000,2010,0,0,8,5,0,2019,0,140485.01204819276,88000.0
100000,2020,1,0,8,5,1,2019,0,390000.0,390000.0
125000,2014,1,0,8,4,1,2019,0,250000.0,250000.0
100000,2010,1,0,10,5,0,2019,0,70000.0,70000.0
56000,2019,0,0,6,5,0,2019,0,177135.59322033898,190000.0
106800,2018,0,0,6,5,1,2019,0,291659.6769823789,140000.0
61000,2018,1,1,6,3,0,2019,0,132614.13043478262,105000.0
226345,2008,0,0,8,5,0,2019,0,127479.98,85000.0
65000,2018,0,0,6,5,1,2023,0,230000.0,250000.0
200000,2007,0,1,5,5,0,2019,0,291659.6769823789,44000.0
330000,2007,0,0,8,5,0,2016,0,102000.0,102000.0
179000,2010,1,0,11,5,1,2019,0,279139.2278481013,71000.0
105000,2016,0,0,6,5,0,2019,0,108000.0,108000.0
133000,2019,1,0,6,5,1,2019,0,140000.0,140000.0
300000,2003,0,0,6,4,1,2019,0,55000.0,55000.0
7000,2022,1,0,6,5,1,2019,0,291659.6769823789,310000.0
200,2012,0,0,6,5,1,2019,0,128000.0,128000.0
180000,2016,1,0,9,5,1,2019,1,291659.6769823789,359000.0
190000,2010,0,0,8,4,1,2019,0,79000.0,79000.0
140000,2021,1,0,6,4,1,2019,1,135000.0,135000.0
170000,2005,0,1,8,4,0,2019,0,70791.0,59000.0
100000,2017,1,0,6,5,0,2019,0,119146.06741573034,113000.0
135000,2016,0,0,6,5,1,2019,0,140485.01204819276,130000.0
250000,2006,0,0,6,5,0,2019,0,53081.818181818184,61000.0
39000,2022,0,0,6,5,0,2022,0,165500.0,165000.0
39000,2022,0,0,6,5,0,2022,0,165500.0,165000.0
9000,2024,1,1,7,3,1,2024,0,132614.13043478262,169000.0
9000,2024,1,1,7,3,1,2024,0,132614.13043478262,169000.0
119000,2022,1,0,6,5,0,2022,0,206752.688172043,265000.0
119000,2022,1,0,6,5,0,2022,0,206752.688172043,265000.0
190000,2012,0,0,6,5,0,2019,0,89545.45454545454,90000.0
150000,2012,0,1,7,5,0,2019,0,291659.6769823789,75000.0
138000,2014,0,0,8,5,0,2019,0,155369.86301369863,123000.0
180000,2007,0,1,11,4,1,2019,0,49000.0,49000.0
21000,2022,0,0,6,5,0,2019,0,131600.0,145000.0
91000,2020,0,0,6,5,1,2019,0,102412.16216216216,140000.0
119000,2008,1,0,8,5,0,2019,0,168326.92307692306,65000.0
275000,2007,0,0,7,5,0,2019,0,113131.57894736843,74000.0
184000,2018,1,0,9,5,1,2019,0,298229.85135135136,255000.0
119000,2012,1,0,9,5,0,2019,0,291659.6769823789,112000.0
119000,2014,0,0,5,5,0,2019,0,115960.7843137255,78000.0
320000,2008,0,0,9,5,0,2019,0,163944.44444444444,67000.0
79000,2014,0,0,7,5,0,2019,0,291659.6769823789,120000.0
111000,2018,0,0,8,5,0,2019,0,108000.0,108000.0
177400,2010,0,0,6,5,0,2019,0,291659.6769823789,78000.0
155000,2018,1,0,8,4,1,2019,0,449375.0,350000.0
130000,2015,1,0,8,5,0,2022,0,202339.2857142857,210000.0
100000,2017,1,0,8,5,0,2019,0,202339.2857142857,210000.0
73000,2021,0,0,6,5,1,2019,0,291659.6769823789,201000.0
100,2019,1,2,8,5,0,2019,0,125492.06349206349,190000.0
91000,2020,0,0,6,5,1,2019,0,102412.16216216216,140000.0
240000,2013,0,0,6,5,0,2019,0,122752.94117647059,107000.0
140000,2018,0,0,9,5,1,2023,0,291659.6769823789,320000.0
144000,2018,1,0,8,5,0,2019,1,291659.6769823789,440000.0
100000,2017,0,1,6,5,0,2019,0,75000.0,80000.0
91000,2020,0,0,6,5,1,2019,0,102412.16216216216,140000.0
164000,2013,0,1,7,5,0,2019,0,73000.0,73000.0
270000,2007,0,0,7,5,0,2019,0,73000.0,73000.0
100000,2017,0,0,6,5,1,2019,0,112000.0,112000.0
200000,2013,0,0,8,5,0,2019,0,291659.6769823789,115000.0
69000,2019,1,0,8,5,1,2019,0,235000.0,235000.0
25000,2007,0,0,8,4,0,2019,0,80000.0,80000.0
84156,2019,1,2,10,4,0,2019,0,220000.0,220000.0
122000,2014,1,0,8,5,1,2019,0,251600.0,133000.0
120000,2019,1,0,6,5,1,2019,0,170000.0,170000.0
170000,2012,0,0,8,5,0,2019,0,291659.6769823789,135000.0
40150,2017,0,0,6,5,1,2019,0,149636.36363636365,164000.0
160000,2014,1,0,8,5,1,2019,0,130000.0,130000.0
167000,2014,0,1,6,5,0,2019,0,117000.0,117000.0
55000,2019,0,0,8,5,1,2019,0,185928.57142857142,213000.0
240000,2007,0,1,11,5,0,2019,0,67000.0,67000.0
85000,2018,0,0,7,5,0,2019,0,252344.98734177215,210000.0
208000,2007,0,0,8,5,0,2019,0,43000.0,43000.0
300000,2003,0,0,9,5,0,2011,0,85000.0,85000.0
285000,2010,0,0,8,5,0,2019,0,291659.6769823789,107000.0
110000,2015,1,0,8,5,0,2019,0,180000.0,180000.0
35000,2021,0,0,6,5,1,2019,0,161421.05263157896,179000.0
33000,2020,1,0,7,5,1,2019,0,208166.66666666666,280000.0
124000,2013,0,1,6,5,0,2019,0,91111.11111111111,85000.0
97000,2018,1,0,8,5,1,2019,0,252716.53543307088,237000.0
97000,2018,1,0,8,5,1,2019,0,252716.53543307088,237000.0
4000,2024,1,1,6,5,1,2024,0,259000.0,259000.0
4000,2024,1,1,6,5,1,2024,0,259000.0,259000.0
69000,2019,1,0,8,5,0,2019,0,386842.1052631579,475000.0
69000,2019,1,0,8,5,0,2019,0,386842.1052631579,475000.0
119000,2012,0,0,9,5,0,2019,0,108000.0,100000.0
99550,2012,0,0,6,5,1,2019,0,115000.0,130000.0
50000,2021,1,0,8,5,1,2019,0,291659.6769823789,300000.0
107000,2019,0,0,6,5,0,2019,0,119146.06741573034,132000.0
170000,2013,1,0,8,5,0,2019,0,291659.6769823789,125000.0
115000,2016,0,0,6,5,1,2019,0,194826.08695652173,168000.0
235000,2008,0,0,6,5,0,2019,0,114068.83116883117,68000.0
111000,2015,0,0,6,5,0,2019,0,115960.7843137255,90000.0
290000,2009,0,0,8,4,0,2013,0,173568.6274509804,120000.0
190000,2016,1,0,8,5,1,2019,0,271947.3157894737,250000.0
119000,2015,0,0,8,5,0,2019,0,291659.6769823789,145000.0
65000,2021,1,0,6,5,1,2019,0,152000.0,152000.0
30000,2021,1,0,8,5,1,2019,0,291659.6769823789,345000.0
194000,2006,0,1,9,5,0,2019,0,60000.0,60000.0
101000,2015,1,0,8,5,0,2018,0,248000.0,248000.0
250000,2013,0,0,10,5,0,2019,0,120000.0,120000.0
65000,2021,1,1,6,5,1,2019,0,291659.6769823789,120000.0
93000,2019,0,1,6,5,0,2019,0,118000.0,118000.0
83000,2020,0,0,6,5,1,2019,0,210000.0,210000.0
295000,2007,0,0,6,5,0,2019,0,119146.06741573034,60000.0
73000,2015,1,0,6,5,0,2019,0,123000.0,123000.0
190000,2014,0,0,7,5,0,2019,0,130500.0,109000.0
194000,2016,0,0,6,5,0,2019,0,133500.0,100000.0
220,2015,0,0,6,4,0,2019,0,93305.36257309941,69000.0
220,2015,0,0,6,4,0,2019,0,93305.36257309941,69000.0
220,2015,0,0,6,4,0,2019,0,93305.36257309941,69000.0
109000,2016,1,0,8,5,0,2016,0,279476.1904761905,255000.0
109000,2016,1,0,8,5,0,2016,0,279476.1904761905,255000.0
109000,2021,0,0,6,5,1,2021,0,130464.28571428571,143000.0
109000,2021,0,0,6,5,1,2021,0,130464.28571428571,143000.0
149000,2017,1,0,8,5,0,2017,0,570307.6923076923,415000.0
149000,2017,1,0,8,5,0,2017,0,570307.6923076923,415000.0
220,2015,0,0,6,4,0,2019,0,128454.54545454546,69000.0
220,2015,0,0,6,4,0,2019,0,128454.54545454546,69000.0
90000,2021,0,0,6,5,0,2019,0,161421.05263157896,153000.0
60000,2018,0,0,6,5,1,2019,0,124778.45569620254,125000.0
266,2009,0,0,9,5,0,2019,0,168326.92307692306,78000.0
119000,2019,1,0,8,5,1,2019,0,252716.53543307088,260000.0
200000,2015,1,0,8,5,1,2019,0,190035.7142857143,150000.0
151000,2015,1,0,8,5,0,2019,0,291659.6769823789,174000.0
220000,2011,0,0,6,5,1,2019,0,152780.64516129033,120000.0
112000,2019,0,0,8,5,1,2019,0,170887.37837837837,198000.0
141000,2008,0,1,6,5,0,2019,0,291659.6769823789,59000.0
176000,2017,0,0,8,5,1,2019,0,281719.5034965035,200000.0
119000,2010,0,0,8,5,0,2019,0,177135.59322033898,115000.0
140000,2017,0,0,6,5,0,2019,0,291659.6769823789,118000.0
140000,2017,0,0,6,5,0,2019,0,131642.85714285713,118000.0
160000,2015,1,0,8,5,0,2019,0,135000.0,140000.0
110000,2021,1,0,8,5,1,2019,0,281719.5034965035,335000.0
175000,2010,0,0,6,5,0,2019,0,91111.11111111111,83000.0
112000,2018,1,0,8,5,1,2019,0,200000.0,200000.0
140000,2014,1,0,8,5,1,2023,0,328673.9130434783,300000.0
109000,2018,0,0,6,5,1,2019,0,130000.0,130000.0
200000,2008,0,0,9,5,0,2019,0,226282.76811594202,115000.0
180000,2014,1,0,9,5,0,2019,0,288559.1397849462,220000.0
28000,2021,1,1,6,5,0,2019,0,133000.0,133000.0
84000,2022,1,1,6,5,0,2022,0,128000.0,120000.0
84000,2022,1,1,6,5,0,2022,0,128000.0,120000.0
119000,2017,0,0,8,5,1,2019,0,178918.9189189189,170000.0
119000,2017,0,0,8,5,1,2019,0,178918.9189189189,170000.0
199000,2004,0,0,8,5,0,2012,0,88166.66666666667,100000.0
69000,2021,1,0,8,5,1,2019,0,291659.6769823789,269999.0
129000,2011,1,0,8,3,1,2019,0,135000.0,135000.0
211340,2014,0,0,8,4,0,2023,0,291659.6769823789,135000.0
300000,2002,1,0,9,5,0,2008,0,226282.76811594202,70000.0
2000,2023,0,0,6,5,1,2019,0,106125.0,115000.0
180,2007,0,1,6,4,0,2019,0,114068.83116883117,42000.0
106700,2017,1,0,8,4,0,2019,0,375000.0,375000.0
210000,2015,1,0,8,5,0,2019,1,202339.2857142857,230000.0
119000,2003,0,1,6,5,0,2019,0,126650.0,55000.0
167000,2015,1,0,6,5,0,2019,0,291659.6769823789,107000.0
39000,2022,0,0,5,5,1,2019,0,185000.0,185000.0
97000,2019,1,1,8,5,1,2019,0,291659.6769823789,334000.0
150000,2019,0,0,6,5,1,2019,0,291659.6769823789,102000.0
40000,2022,0,0,5,5,1,2019,0,171707.8947368421,185000.0
181000,2011,0,0,6,5,0,2019,0,72000.0,72000.0
126000,2018,1,0,8,5,0,2019,1,420000.0,420000.0
126000,2015,1,0,7,5,1,2019,0,291659.6769823789,169000.0
236000,2013,0,0,8,5,1,2019,0,154000.0,125000.0
140000,2019,0,0,6,6,0,2019,0,150000.0,150000.0
34253,2023,0,0,10,4,1,2019,0,295000.0,295000.0
250000,2004,0,0,6,5,0,2019,0,291659.6769823789,66000.0
119000,2009,0,0,8,4,0,2019,0,137230.76923076922,68000.0
92000,2018,1,0,8,5,1,2019,0,300000.0,300000.0
52300,2020,0,0,6,5,1,2019,0,175000.0,180000.0
94000,2022,1,0,7,5,1,2022,0,165254.54545454544,194000.0
94000,2022,1,0,7,5,1,2022,0,165254.54545454544,194000.0
54000,2019,1,2,10,5,1,2019,0,291659.6769823789,200000.0
54000,2019,1,2,10,5,1,2019,0,291659.6769823789,200000.0
119000,2005,0,0,8,5,0,2019,0,125492.06349206349,63000.0
96500,2018,1,0,9,5,1,2019,0,168326.92307692306,280000.0
190000,2013,1,0,9,5,1,2019,0,140000.0,140000.0
202000,2008,0,0,8,5,1,2009,0,173568.6274509804,130000.0
81000,2017,0,0,8,5,0,2019,1,291659.6769823789,158000.0
142000,2016,1,0,8,5,0,2019,0,269992.44444444444,190000.0
42000,2021,0,0,8,5,1,2019,0,281719.5034965035,260000.0
133000,2008,0,0,7,5,0,2019,0,128591.30434782608,66000.0
170000,2013,0,0,6,5,0,2014,0,202339.2857142857,149000.0
130000,2016,1,0,8,5,0,2019,0,291659.6769823789,185000.0
165000,2016,1,0,8,5,0,2019,1,291659.6769823789,385000.0
262249,2008,1,0,8,4,0,2008,0,92800.0,87000.0
192000,2008,1,0,9,5,0,2019,0,120000.0,120000.0
180000,2014,0,0,8,5,0,2016,0,298229.85135135136,230000.0
110000,2019,1,0,6,5,0,2019,0,125040.16393442624,160000.0
130,2016,1,0,8,5,0,2019,0,196553.1914893617,200000.0
143000,2015,0,0,6,5,0,2019,0,131642.85714285713,120000.0
90000,2020,0,0,6,5,1,2019,0,102412.16216216216,145000.0
