Kilométrage,Année,Boite de vitesses,Carburant,Puissance fiscale,Nombre de portes,Première main,Véhicule dédouané,Importé neuf,Marque et Modèle,Prix
210000,2012,1,0,6,5,0,2019,0,160000.0,160000.0
23000,2023,1,0,6,5,1,2019,0,270000.0,270000.0
169000,2019,0,0,6,5,1,2019,0,291659.6769823789,190000.0
150000,2017,1,0,8,4,0,2022,0,290000.0,300000.0
64300,2018,1,0,8,5,1,2019,0,310000.0,310000.0
250000,2016,1,0,8,5,1,2019,0,156500.0,147000.0
4000,2023,0,0,6,5,1,2023,0,114831.21621621621,168000.0
84000,2018,0,0,8,5,1,2019,0,220090.9090909091,207000.0
44000,2016,0,1,6,3,1,2019,0,95000.0,95000.0
107400,2018,0,0,5,6,0,2019,0,106125.0,105000.0
58000,2019,0,0,6,5,1,2019,0,142000.0,142000.0
133000,2014,0,0,6,5,1,2019,0,111908.45070422535,90000.0
120000,2018,1,0,9,5,0,2019,1,380000.0,380000.0
230000,2015,1,0,8,5,0,2019,0,346666.6535947712,200000.0
189000,2013,1,0,8,5,0,2019,0,140000.0,140000.0
130000,2016,1,0,9,5,0,2019,0,291659.6769823789,260000.0
200000,2005,0,0,8,5,0,2019,0,291659.6769823789,75000.0
85000,2021,1,0,8,5,0,2019,0,205000.0,308000.0
130000,2015,0,0,6,5,1,2019,0,145000.0,145000.0
100000,2016,0,0,6,5,1,2019,0,131372.3404255319,110000.0
10000,2017,0,0,6,5,0,2019,0,115000.0,115000.0
116000,2009,0,1,7,5,0,2019,0,98949.15254237287,62000.0
76000,2019,0,0,6,5,1,2019,0,119146.06741573034,100000.0
129000,2019,1,0,8,3,1,2019,0,320883.72093023255,315000.0
129000,2019,1,0,8,3,1,2019,0,320883.72093023255,315000.0
79000,2018,0,0,6,5,0,2018,0,213806.4516129032,155000.0
79000,2018,0,0,6,5,0,2018,0,213806.4516129032,155000.0
3000,2022,1,1,7,3,1,2019,0,132614.13043478262,150000.0
3000,2022,1,1,7,3,1,2019,0,132614.13043478262,150000.0
97000,2006,0,1,9,5,0,2019,0,291659.6769823789,77000.0
97000,2006,0,1,9,5,0,2019,0,291659.6769823789,77000.0
160000,2016,1,0,8,5,0,2019,0,291659.6769823789,179000.0
27000,2023,1,0,6,5,1,2019,1,124778.45569620254,215000.0
17000,2022,0,0,6,5,1,2019,0,240000.0,240000.0
180000,2016,1,0,9,5,0,2019,0,291659.6769823789,182000.0
101000,2019,1,0,8,5,1,2019,0,350000.0,350000.0
20000,2022,0,0,6,5,1,2019,0,209916.66666666666,225000.0
119000,2016,0,1,8,5,0,2016,0,85000.0,85000.0
230000,2007,0,1,6,5,0,2019,0,73039.13043478261,53900.0
29000,2022,1,0,6,5,1,2019,0,291659.6769823789,270000.0
25048,2021,0,1,6,5,1,2019,0,155545.45454545456,191000.0
225000,2014,1,0,8,5,0,2019,0,155000.0,155000.0
10100,2019,0,0,6,5,1,2019,0,135411.76470588235,153000.0
89000,2019,0,0,6,4,1,2019,0,155000.0,155000.0
70000,2021,0,0,8,5,1,2019,0,165312.69047619047,240000.0
119000,2013,1,1,8,5,0,2019,0,315458.3333333333,150000.0
215000,2017,1,0,8,5,1,2019,0,230000.0,230000.0
166000,2016,1,0,10,5,0,2019,1,214000.0,320000.0
28990,2023,0,0,7,4,1,2019,0,124778.45569620254,180000.0
110000,2018,0,1,6,5,0,2019,1,73039.13043478261,80000.0
83000,2020,1,0,8,5,1,2019,0,315000.0,310000.0
99000,2022,1,0,6,5,1,2019,0,250000.0,250000.0
54950,2020,1,1,9,5,1,2019,0,185000.0,185000.0
67000,2020,0,0,6,5,0,2019,0,116941.17647058824,130000.0
34000,2023,1,0,8,5,0,2019,0,178918.9189189189,295000.0
99000,2019,0,1,7,5,1,2019,0,83000.0,83000.0
99000,2019,0,1,7,5,1,2019,0,83000.0,83000.0
200000,2012,0,1,6,4,0,2019,0,70000.0,70000.0
200000,2012,0,1,6,4,0,2019,0,70000.0,70000.0
186000,2009,0,0,9,5,0,2019,0,291659.6769823789,83000.0
47000,2021,1,0,8,5,1,2019,0,291659.6769823789,365000.0
74000,2020,1,0,8,5,1,2019,0,330000.0,330000.0
22000,2021,1,0,8,5,0,2019,0,291659.6769823789,360000.0
200000,2014,1,0,6,4,0,2019,0,114068.83116883117,105000.0
190000,2005,0,1,11,5,0,2019,0,41000.0,41000.0
25000,2021,1,2,10,5,1,2019,0,222137.93103448275,252000.0
148000,2017,1,0,6,5,0,2019,0,114068.83116883117,125000.0
153000,2017,1,0,8,5,0,2019,0,165000.0,165000.0
208000,2015,0,0,8,5,0,2019,0,170000.0,170000.0
119000,2013,1,0,8,5,0,2019,0,127479.98,135000.0
81000,2022,0,0,8,5,1,2019,0,205000.0,205000.0
192002,2002,0,1,6,5,0,2019,0,24010.526315789473,23000.0
63000,2018,1,0,8,5,1,2019,0,360000.0,360000.0
170000,2015,0,0,8,5,0,2018,0,200000.0,200000.0
180000,2008,0,0,9,5,0,2012,0,128200.0,125000.0
130000,2018,0,1,6,4,0,2019,0,109432.43243243243,98000.0
170000,2009,1,1,11,2,0,2019,0,175000.0,175000.0
130000,2018,1,0,8,5,0,2019,0,180000.0,180000.0
12000,2023,0,0,6,6,1,2019,0,291659.6769823789,170000.0
79200,2019,1,0,8,5,0,2022,0,480000.0,480000.0
200000,2013,1,0,8,5,0,2019,1,328673.9130434783,190000.0
71000,2016,1,0,6,5,0,2019,0,170887.37837837837,205000.0
120000,2017,0,0,6,5,0,2019,0,138000.0,138000.0
28000,2023,1,1,9,5,1,2019,0,291659.6769823789,340000.0
29000,2023,1,3,5,5,0,2023,0,69000.0,69000.0
29000,2023,1,3,5,5,0,2023,0,69000.0,69000.0
129000,2016,1,0,11,3,1,2016,0,334181.8181818182,300000.0
129000,2016,1,0,11,3,1,2016,0,334181.8181818182,300000.0
144000,2018,0,0,6,4,1,2019,0,135000.0,135000.0
120000,2019,0,0,6,5,1,2019,0,117000.0,120000.0
83000,2013,0,0,5,5,1,2019,0,98949.15254237287,107000.0
249000,2006,1,0,11,5,0,2006,0,82500.0,105000.0
249000,2013,0,0,8,5,0,2013,0,72500.0,77000.0
119000,2008,1,0,8,4,0,2019,0,57211.88461538462,60000.0
48000,2015,0,0,8,3,1,2019,0,291659.6769823789,270000.0
24667,2021,0,0,6,5,1,2019,0,131372.3404255319,158000.0
30000,2022,0,0,6,5,1,2019,0,131372.3404255319,165000.0
239000,2017,0,0,8,5,1,2019,0,190000.0,190000.0
240000,2008,1,0,8,5,0,2012,0,163419.66666666666,137000.0
330000,2004,1,0,9,5,0,2010,0,163419.66666666666,98000.0
320000,2008,1,0,11,5,0,2012,0,108000.0,108000.0
121000,2018,0,0,8,5,0,2019,0,168000.0,168000.0
18400,2023,1,0,8,4,1,2019,0,125040.16393442624,270000.0
128,2018,1,0,8,5,0,2019,0,155000.0,155000.0
280000,2012,0,0,6,5,0,2019,0,291659.6769823789,98000.0
82000,2019,0,1,6,5,1,2019,0,73039.13043478261,85000.0
242000,2006,0,0,8,5,0,2011,0,92800.0,93000.0
116000,2019,1,0,8,4,1,2019,0,202339.2857142857,230000.0
130000,2007,0,1,9,3,1,2019,0,291659.6769823789,78000.0
16125,2021,1,1,6,4,1,2019,0,81698.86363636363,139000.0
39000,2021,0,0,8,5,0,2021,0,222478.26086956522,210000.0
39000,2021,0,0,8,5,0,2021,0,222478.26086956522,210000.0
228000,2015,0,0,6,5,0,2019,0,115960.7843137255,79000.0
228000,2015,0,0,6,5,0,2019,0,115960.7843137255,79000.0
110000,2018,1,0,8,4,0,2019,0,311222.22222222225,300000.0
209000,2008,0,0,6,5,0,2013,0,125040.16393442624,76000.0
179000,2016,1,0,8,5,0,2019,0,165000.0,180000.0
210000,2019,0,0,6,5,1,2019,0,291659.6769823789,110000.0
186000,2015,0,0,8,5,1,2019,0,291659.6769823789,156000.0
78000,2021,1,0,6,5,1,2019,0,291659.6769823789,210000.0
132000,2016,1,0,6,5,0,2019,0,162894.73684210525,140000.0
15800,2014,1,0,9,5,0,2019,0,291659.6769823789,238000.0
119000,2002,0,1,8,5,0,2019,0,57250.0,43000.0
120000,2018,1,0,8,5,1,2019,0,400000.0,400000.0
184000,2013,1,0,8,5,0,2019,0,311222.22222222225,177000.0
39000,2015,1,1,9,5,1,2019,1,72500.0,80000.0
119000,2011,0,0,6,5,0,2019,0,82428.57142857143,69000.0
130000,2017,1,0,6,5,0,2019,0,314600.0,240000.0
314000,2011,0,0,7,4,0,2019,0,100000.0,100000.0
4000,2023,0,0,6,5,1,2023,0,114831.21621621621,168000.0
40000,2022,0,1,5,5,1,2019,0,150000.0,150000.0
320,2007,0,1,7,5,0,2019,0,43000.0,43000.0
69000,2020,1,0,8,5,1,2019,0,335000.0,335000.0
260000,2012,0,1,5,5,0,2019,0,291659.6769823789,50000.0
200000,2017,0,0,10,3,1,2019,0,150200.0,162000.0
116000,2018,1,0,6,5,1,2019,1,291659.6769823789,155000.0
84000,2021,0,0,6,5,1,2019,0,159416.66666666666,129000.0
120000,2020,0,0,6,5,0,2019,0,152780.64516129033,163000.0
169000,2016,0,0,8,5,0,2016,0,341368.4210526316,160000.0
169000,2016,0,0,8,5,0,2016,0,341368.4210526316,160000.0
199000,2002,0,1,11,5,0,2002,0,182428.57142857142,39000.0
199000,2002,0,1,11,5,0,2002,0,182428.57142857142,39000.0
127567,2012,0,0,6,5,0,2019,0,105000.0,105000.0
127567,2012,0,0,6,5,0,2019,0,105000.0,105000.0
194954,2005,0,0,6,5,0,2005,0,291659.6769823789,66000.0
129000,2018,1,0,8,5,0,2022,0,381428.5714285714,345000.0
244429,2010,0,0,7,5,0,2014,0,105000.0,105000.0
63000,2021,1,0,8,7,1,2019,0,184600.0,220000.0
125000,2018,1,0,8,5,0,2019,0,291659.6769823789,250000.0
160000,2015,0,0,6,5,0,2019,0,80000.0,80000.0
138000,2019,0,0,6,5,1,2019,0,131372.3404255319,110000.0
169000,2016,1,0,8,5,1,2019,0,291659.6769823789,185000.0
119000,2016,1,0,7,5,0,2019,0,130000.0,130000.0
69000,2020,1,0,6,5,0,2019,0,182571.42857142858,225000.0
82000,2020,0,0,6,5,0,2019,0,291659.6769823789,229000.0
200000,2007,0,0,7,5,0,2019,0,206466.66666666666,90000.0
189250,2016,1,0,8,5,1,2019,0,185000.0,185000.0
380,2002,0,0,8,4,0,2010,0,69428.57142857143,65000.0
79000,2018,0,0,6,5,1,2018,0,140382.35294117648,147000.0
79000,2016,1,0,6,5,1,2019,0,291659.6769823789,160000.0
67000,2020,0,0,5,5,0,2019,1,126513.51351351352,110000.0
140000,2015,0,0,6,5,0,2019,0,119146.06741573034,110000.0
102000,2019,1,1,8,3,0,2019,0,213170.73170731709,178000.0
222000,2011,0,0,6,5,0,2016,0,178918.9189189189,108000.0
99,2019,0,1,6,5,1,2019,0,91111.11111111111,118000.0
126000,2020,0,0,7,5,1,2019,0,291659.6769823789,169000.0
145000,2018,0,0,6,5,1,2019,0,130000.0,152000.0
73000,2020,0,0,4,5,1,2019,0,210000.0,210000.0
189000,2016,1,0,8,5,0,2019,0,250000.0,250000.0
190000,2014,1,0,8,5,0,2019,0,242388.88888888888,162000.0
39000,2024,0,0,6,5,0,2024,0,130464.28571428571,178000.0
39000,2024,0,0,6,5,0,2024,0,130464.28571428571,178000.0
36000,2021,0,1,6,5,1,2019,0,112000.0,120000.0
36000,2021,0,1,6,5,1,2019,0,112000.0,120000.0
74000,2021,0,0,6,5,1,2021,0,163250.0,176000.0
74000,2021,0,0,6,5,1,2021,0,163250.0,176000.0
172000,2011,0,0,7,5,0,2019,0,291659.6769823789,82000.0
172000,2011,0,0,7,5,0,2019,0,291659.6769823789,82000.0
59000,2022,0,0,6,5,0,2022,0,144526.7767857143,157000.0
250000,2011,0,0,6,5,0,2019,0,92000.0,92000.0
90000,2020,0,0,6,5,1,2019,0,165000.0,165000.0
130000,2016,0,0,6,5,0,2019,0,87000.0,105000.0
59000,2019,1,0,8,5,0,2019,0,288559.1397849462,300000.0
89000,2016,1,0,8,5,0,2019,0,288559.1397849462,238000.0
59000,2023,0,0,6,5,1,2019,0,126650.0,158000.0
151000,2015,0,0,6,5,1,2019,0,170887.37837837837,150000.0
119000,2014,0,0,6,5,0,2019,0,83000.0,110000.0
80000,2019,0,0,4,5,1,2019,0,291659.6769823789,160000.0
132000,2019,1,0,7,5,1,2019,0,242388.88888888888,240000.0
202000,2015,1,0,8,5,0,2019,0,291659.6769823789,210000.0
100000,2019,1,0,8,5,0,2019,0,220000.0,220000.0
174000,2015,0,0,6,5,0,2019,0,86000.0,86000.0
71000,2022,0,0,6,5,0,2019,0,107608.1081081081,132000.0
167000,2020,0,0,8,5,1,2019,0,178918.9189189189,186000.0
119000,2019,1,0,8,5,0,2019,0,252633.33333333334,395000.0
44000,2023,1,0,9,5,1,2024,0,291659.6769823789,440000.0
80000,2019,0,0,6,5,0,2019,0,133000.0,133000.0
230000,2010,1,0,11,3,0,2019,1,120000.0,120000.0
64000,2023,0,0,6,5,0,2023,0,119146.06741573034,173000.0
300000,2002,0,0,10,4,0,2019,0,183562.4375,52000.0
249000,2020,0,0,6,5,1,2020,0,115960.7843137255,98000.0
44000,2022,1,0,8,5,1,2019,0,291659.6769823789,320000.0
76000,2017,0,1,6,5,0,2019,0,81698.86363636363,96500.0
169000,2019,1,0,8,5,0,2019,0,288000.0,285000.0
169000,2019,1,0,8,5,0,2019,0,288000.0,285000.0
125000,2020,1,0,8,5,1,2019,0,295000.0,295000.0
125000,2020,1,0,8,5,1,2019,0,295000.0,295000.0
116000,2022,0,0,11,4,1,2019,0,176666.66666666666,180000.0
69000,2020,1,0,6,5,0,2019,0,182571.42857142858,225000.0
249000,2015,0,0,8,5,0,2019,0,291659.6769823789,255000.0
220000,2012,0,0,5,5,0,2019,0,92750.0,95000.0
120112,2016,0,0,6,5,0,2019,0,93305.36257309941,87000.0
130000,2018,0,0,6,5,1,2019,0,242388.88888888888,225000.0
146000,2021,0,0,6,5,1,2019,0,82428.57142857143,132000.0
230000,2012,1,0,6,5,1,2019,0,291659.6769823789,98000.0
20822,2020,0,0,6,5,1,2019,0,97625.0,150000.0
180000,2012,1,0,8,3,0,2013,0,382679.24528301886,185000.0
141000,2015,1,0,8,5,0,2019,0,291659.6769823789,220000.0
128000,2018,1,0,8,5,0,2022,0,381428.5714285714,340000.0
180000,2008,0,0,8,6,1,2019,0,68636.36363636363,78000.0
200000,2016,1,0,8,4,1,2019,0,125000.0,125000.0
158000,2013,0,1,6,5,0,2019,0,65000.0,65000.0
200000,2012,0,1,6,5,0,2019,0,291659.6769823789,79000.0
180000,2016,1,0,9,5,0,2019,0,291659.6769823789,245000.0
239000,2014,1,0,8,5,0,2016,0,281719.5034965035,240000.0
290000,2008,0,0,8,5,0,2019,0,168326.92307692306,65000.0
300000,2002,0,0,7,5,0,2019,0,49000.0,50000.0
104000,2016,0,0,8,5,1,2019,0,155000.0,155000.0
170000,2004,0,1,6,5,0,2019,0,291659.6769823789,32500.0
46000,2020,1,1,8,5,0,2019,0,180000.0,180000.0
99000,2020,0,0,6,5,1,2019,0,126513.51351351352,115000.0
174000,2012,0,0,6,5,0,2019,0,114068.83116883117,95000.0
129000,2016,0,0,8,5,0,2016,0,168000.0,168000.0
129000,2016,0,0,8,5,0,2016,0,168000.0,168000.0
168000,2014,1,0,9,5,0,2019,0,291659.6769823789,170000.0
84000,2020,1,0,7,5,0,2019,0,251700.0,285000.0
110000,2017,0,0,6,5,1,2019,0,93305.36257309941,100000.0
130000,2019,0,0,6,5,0,2019,0,115000.0,115000.0
220000,2013,1,0,8,5,0,2019,0,285000.0,190000.0
95000,2019,0,0,6,5,1,2019,0,93305.36257309941,110000.0
24664,2021,0,0,6,5,1,2019,0,114831.21621621621,157000.0
290000,2012,1,0,9,3,0,2019,0,140000.0,140000.0
300,2008,0,0,7,5,0,2019,0,291659.6769823789,60000.0
119000,2001,0,0,8,5,0,2010,0,69428.57142857143,70000.0
119000,2008,0,0,9,5,1,2019,0,83000.0,83000.0
255000,2016,1,0,8,5,0,2021,0,243080.0,230000.0
297000,2014,0,0,6,4,1,2019,0,130000.0,130000.0
290000,2008,0,0,9,5,0,2013,0,206466.66666666666,95000.0
60000,2021,0,0,5,3,1,2019,0,106125.0,100000.0
162000,2009,0,0,6,5,1,2019,0,291659.6769823789,70000.0
230000,2017,1,0,8,4,0,2022,0,281719.5034965035,300000.0
185000,2015,1,0,6,5,0,2019,0,279225.77419354836,180000.0
69000,2020,0,0,8,5,0,2019,0,162000.0,162000.0
39000,2022,1,0,6,5,1,2019,0,124778.45569620254,235000.0
39000,2021,1,0,8,5,1,2019,0,210785.7142857143,282000.0
79000,2022,0,0,6,5,1,2019,0,126650.0,175000.0
100000,2019,0,0,6,5,0,2019,0,203008.88888888888,185000.0
127,2021,0,0,6,5,0,2019,0,291659.6769823789,135000.0
90000,2022,1,1,8,5,1,2019,0,291659.6769823789,300000.0
160000,2010,0,1,9,5,0,2019,0,65380.95238095238,63000.0
150,2017,1,0,8,5,0,2019,0,202339.2857142857,195000.0
26900,2021,0,0,6,5,0,2019,0,107608.1081081081,140000.0
199000,2008,1,0,8,5,0,2008,0,79000.0,79000.0
199000,2008,1,0,8,5,0,2008,0,79000.0,79000.0
169000,2017,1,0,8,5,0,2017,0,355703.125,287000.0
169000,2017,1,0,8,5,0,2017,0,355703.125,287000.0
169000,2017,1,0,8,5,0,2017,0,369850.0,285000.0
169000,2017,1,0,8,5,0,2017,0,369850.0,285000.0
146000,2019,0,0,6,5,1,2019,0,180000.0,180000.0
146000,2019,0,0,6,5,1,2019,0,180000.0,180000.0
22000,2022,0,0,6,5,1,2019,0,131372.3404255319,145000.0
120000,2018,0,0,6,5,0,2019,0,291659.6769823789,155000.0
170000,2017,1,0,9,5,1,2019,0,160000.0,160000.0
265000,2009,0,0,5,5,0,2019,0,79000.0,75000.0
250000,2010,1,0,9,5,0,2019,0,150000.0,150000.0
96000,2015,1,0,6,5,0,2019,0,110233.33333333333,120000.0
119000,2005,0,0,9,5,0,2019,0,76913.04347826086,63000.0
226000,2015,1,0,6,5,0,2019,0,190000.0,185000.0
300000,2012,1,0,8,5,0,2019,0,82000.0,82000.0
280000,2001,0,0,8,5,0,2002,0,72800.0,68000.0
170000,2012,0,1,6,5,0,2019,0,65000.0,65000.0
200000,2014,1,0,8,5,0,2019,0,130500.0,115000.0
200000,2008,0,0,8,5,0,2019,0,59000.0,59000.0
133000,2016,0,0,5,5,0,2019,0,63000.0,63000.0
13000,2007,0,1,4,5,1,2019,0,55000.0,55000.0
60000,2022,1,0,8,4,0,2019,1,291659.6769823789,460000.0
110000,2020,0,0,6,5,1,2019,0,227384.61538461538,230000.0
86000,2020,0,0,6,5,1,2019,0,93305.36257309941,122000.0
140000,2016,1,0,8,5,0,2019,0,291659.6769823789,217000.0
210000,2013,0,0,9,5,0,2019,0,148100.0,125000.0
105000,2018,0,0,6,6,0,2019,0,120000.0,120000.0
105000,2018,0,0,6,5,0,2019,0,120000.0,120000.0
21800,2023,1,0,8,5,1,2019,0,400000.0,400000.0
105000,2018,0,0,6,5,0,2019,0,120000.0,120000.0
75000,2020,1,0,8,5,0,2019,0,470000.0,470000.0
147000,2005,0,1,9,5,0,2019,0,63000.0,63000.0
39000,2022,0,0,6,5,0,2022,0,165500.0,165000.0
39000,2022,0,0,6,5,0,2022,0,165500.0,165000.0
74000,2023,1,1,9,5,0,2023,0,170000.0,155000.0
74000,2023,1,1,9,5,0,2023,0,170000.0,155000.0
147000,2005,0,1,9,5,0,2019,0,63000.0,63000.0
147000,2005,0,1,9,5,0,2019,0,63000.0,63000.0
118700,2017,0,0,6,6,0,2017,0,117000.0,117000.0
249000,2005,0,0,8,5,0,2005,0,58000.0,58000.0
149000,2019,0,0,6,5,0,2019,0,111908.45070422535,155000.0
249000,2004,0,1,7,5,0,2004,0,46230.769230769234,38000.0
249000,2006,0,1,5,5,0,2006,0,291659.6769823789,23000.0
249000,2006,0,0,6,5,0,2006,0,114068.83116883117,44000.0
167000,2016,0,0,6,6,1,2019,1,102412.16216216216,127000.0
200000,2018,0,0,8,4,1,2019,0,291659.6769823789,2.0
254000,2009,0,0,9,5,0,2012,0,291659.6769823789,119900.0
90000,2017,1,1,11,5,0,2019,1,291659.6769823789,1.0
249000,2009,0,0,8,5,0,2009,0,57500.0,50000.0
249000,2005,0,0,6,5,0,2005,1,60000.0,60000.0
179000,2013,0,0,5,5,0,2013,0,132614.13043478262,90000.0
249000,2008,0,0,6,5,0,2008,0,93305.36257309941,57000.0
79000,2017,0,0,6,5,1,2017,0,144526.7767857143,127000.0
79000,2017,0,0,6,5,1,2017,0,144526.7767857143,127000.0
179000,2018,0,0,8,5,1,2018,0,355703.125,228000.0
179000,2018,0,0,8,5,1,2018,0,355703.125,228000.0
249000,2008,0,0,6,5,0,2008,0,93305.36257309941,57000.0
249000,2008,0,0,6,5,0,2008,0,93305.36257309941,57000.0
127000,2019,0,0,8,5,1,2019,0,291659.6769823789,185000.0
200000,2017,1,0,8,5,0,2022,0,328673.9130434783,285000.0
180000,2019,0,0,6,5,1,2019,0,291659.6769823789,150000.0
235000,2019,1,0,8,5,0,2019,0,291659.6769823789,185000.0
320000,2019,0,0,6,5,1,2019,0,102412.16216216216,100000.0
189000,2007,0,0,7,5,0,2019,0,31723.684210526317,42000.0
45000,2018,0,1,7,3,0,2019,0,132614.13043478262,105000.0
200600,2011,0,0,7,5,0,2019,0,170887.37837837837,115000.0
180000,2013,0,0,6,5,0,2019,0,122000.0,122000.0
130000,2017,1,0,8,5,0,2019,0,400000.0,400000.0
75000,2022,1,0,8,4,1,2019,0,275000.0,275000.0
118000,2018,1,0,8,5,0,2019,0,295000.0,295000.0
330,2011,0,0,7,5,0,2019,0,291659.6769823789,89000.0
120000,2019,0,0,5,5,0,2019,0,110000.0,110000.0
10080,2018,1,0,7,4,0,2019,0,125040.16393442624,165000.0
153000,2010,0,0,8,5,0,2019,0,170887.37837837837,115000.0
300000,2001,0,0,8,5,0,2019,0,330000.0,330000.0
147000,2016,0,0,6,5,0,2019,0,92000.0,97000.0
70000,2016,0,0,8,5,1,2019,0,195000.0,195000.0
174000,2016,0,0,6,5,1,2019,0,291659.6769823789,98000.0
150000,2013,0,0,5,5,0,2013,0,95700.0,105000.0
205000,2005,0,0,9,5,0,2012,0,291659.6769823789,105000.0
79000,2017,0,0,6,5,1,2017,0,144526.7767857143,127000.0
79000,2017,0,0,6,5,1,2017,0,144526.7767857143,127000.0
19000,2022,0,0,6,5,1,2022,0,210777.44444444444,206000.0
19000,2022,0,0,6,5,1,2022,0,210777.44444444444,206000.0
64000,2021,1,2,10,5,1,2021,0,213806.4516129032,205000.0
64000,2021,1,2,10,5,1,2021,0,213806.4516129032,205000.0
139000,2016,1,0,8,5,0,2016,0,180000.0,170000.0
139000,2016,1,0,8,5,0,2016,0,180000.0,170000.0
148000,2013,0,0,5,5,0,2013,0,96000.0,94000.0
148000,2013,0,0,5,5,0,2013,0,96000.0,94000.0
230000,2009,0,0,8,5,0,2019,0,170887.37837837837,94000.0
199000,2016,1,0,8,5,0,2016,0,398363.54545454547,229000.0
132000,2017,1,0,8,5,0,2019,0,291659.6769823789,244000.0
234000,2011,0,1,9,5,0,2019,1,113529.41176470589,89000.0
190000,2019,0,0,6,6,0,2019,0,115960.7843137255,106000.0
56000,2020,0,0,8,5,1,2019,0,170000.0,170000.0
46400,2022,0,1,6,5,1,2019,0,131600.0,100000.0
106000,2020,1,0,6,5,1,2019,0,235000.0,235000.0
92000,2019,1,0,6,5,0,2019,0,158920.0,170000.0
49000,2016,0,1,6,5,1,2016,0,81698.86363636363,81000.0
173000,2018,0,0,6,6,0,2019,0,82000.0,82000.0
75000,2011,0,1,9,5,1,2019,0,120000.0,100000.0
72000,2019,1,0,8,5,1,2019,0,265000.0,250000.0
40000,2022,0,0,9,2,1,2019,0,135000.0,135000.0
129,2012,1,1,8,5,1,2019,0,118000.0,118000.0
114000,2016,1,0,9,5,1,2019,0,291659.6769823789,215000.0
148000,2016,1,0,9,5,1,2019,0,228000.0,228000.0
173000,2014,1,0,8,5,0,2019,0,291659.6769823789,198000.0
200000,2015,1,0,8,5,0,2019,0,252633.33333333334,180000.0
72000,2009,0,1,8,5,0,2019,0,64065.217391304344,65000.0
18029,2021,1,0,11,5,0,2019,0,322300.0,430000.0
120900,2009,0,1,6,5,0,2019,0,291659.6769823789,60000.0
105000,2021,1,0,6,5,1,2019,0,291659.6769823789,249000.0
74000,2022,0,0,6,5,1,2022,0,163250.0,162000.0
74000,2022,0,0,6,5,1,2022,0,163250.0,162000.0
119000,2020,0,1,6,5,1,2020,0,291659.6769823789,98000.0
119000,2020,0,1,6,5,1,2020,0,291659.6769823789,98000.0
199000,2017,1,0,8,5,1,2022,0,269992.44444444444,290000.0
214000,2019,1,0,8,5,1,2019,0,250000.0,250000.0
84000,2015,0,1,6,2,1,2019,0,132614.13043478262,95000.0
95000,2015,0,0,6,5,1,2019,0,135411.76470588235,170000.0
115000,2018,1,0,8,5,0,2019,0,315458.3333333333,260000.0
185000,2016,0,0,8,5,1,2019,0,426333.3333333333,230000.0
53000,2020,1,0,6,5,1,2019,0,125040.16393442624,195000.0
139000,2019,0,0,5,5,0,2019,0,93305.36257309941,115000.0
130000,2019,1,0,8,5,0,2019,0,346666.6535947712,325000.0
109000,2019,1,0,6,5,1,2019,0,116338.70967741935,114000.0
24000,2021,0,0,6,5,1,2021,0,291659.6769823789,170000.0
159000,2015,1,0,8,5,1,2015,0,298229.85135135136,300000.0
190000,2017,0,0,6,5,0,2019,0,140485.01204819276,153000.0
80000,2022,1,0,7,5,1,2019,0,111908.45070422535,240000.0
180000,2010,0,0,6,5,0,2019,0,75000.0,85000.0
192000,2011,0,0,8,4,0,2019,0,291659.6769823789,115000.0
227000,2010,0,0,6,5,0,2019,0,291659.6769823789,66000.0
56000,2016,0,0,6,5,1,2017,0,155615.38461538462,170000.0
56000,2016,0,0,6,5,1,2017,0,155615.38461538462,170000.0
39000,2022,1,0,6,5,0,2022,0,288087.7192982456,340000.0
39000,2022,1,0,6,5,0,2022,0,288087.7192982456,340000.0
19000,2024,1,0,8,5,0,2024,0,254089.26785714287,390000.0
19000,2024,1,0,8,5,0,2024,0,254089.26785714287,390000.0
79000,2017,0,0,6,5,0,2017,0,132614.13043478262,93000.0
79000,2017,0,0,6,5,0,2017,0,132614.13043478262,93000.0
109000,2020,1,0,9,5,1,2020,0,288000.0,310000.0
109000,2020,1,0,9,5,1,2020,0,288000.0,310000.0
113000,2019,0,0,6,5,1,2019,0,119146.06741573034,120000.0
128000,2019,0,0,6,5,1,2019,0,93305.36257309941,98000.0
204000,2011,0,0,9,5,0,2019,0,291659.6769823789,105000.0
188000,2015,0,0,7,5,0,2019,0,128591.30434782608,118000.0
81000,2022,1,0,6,4,1,2019,0,178918.9189189189,270000.0
169000,2017,1,0,8,5,0,2022,0,291659.6769823789,240000.0
89000,2018,1,0,8,5,0,2019,0,313363.5909090909,265000.0
95000,2015,1,0,8,5,1,2019,0,167615.38461538462,185000.0
170000,2015,1,0,6,5,0,2019,0,291659.6769823789,127000.0
249000,2002,0,1,8,5,1,2002,0,40421.05263157895,29000.0
249000,2002,0,1,8,5,1,2002,0,40421.05263157895,29000.0
258000,2016,1,0,6,5,1,2019,0,291659.6769823789,110000.0
44000,2022,1,0,6,5,1,2022,0,269750.0,359000.0
44000,2022,1,0,6,5,1,2022,0,269750.0,359000.0
149000,2020,1,0,7,5,1,2020,0,341368.4210526316,230000.0
149000,2020,1,0,7,5,1,2020,0,341368.4210526316,230000.0
94000,2019,1,0,8,5,1,2019,0,426333.3333333333,320000.0
